Stock,Earnings Yield,Return on Capital,Market Cap
BAJAJ-AUTO.NS,0.030685815725486697,0.2234799344878438,2041315328000
BAJAJCON.NS,0.12503046913774019,0.3581418497760671,21735233536
BAJAJELEC.NS,0.04846490410953893,0.1857323160568853,61517651968
BAJAJFINSV.NS,-0.03135612267483681,-0.04057858311669241,2957514899456
BAJAJHCARE.NS,0.0647214729895585,0.37065740721037793,17980372992
BAJAJHFL.NS,0.0001404640632933833,0.0003299876123318902,983881547776
BAJAJHIND.NS,-0.004014295197354434,-0.0038298865622867174,21850028032
BAJAJHLDNG.NS,0.0020794282605829674,0.1801734784524162,1199704768512
BAJAJINDEF.NS,-7.885054367318005e-05,-99.66666666666667,7584000000
BAJEL.NS,0.004062009900445671,0.012498398923374666,17535459328
BAJFINANCE.NS,0.026098373616485007,0.10199545261112954,5323760861184
BALAJEE.NS,0.04598982881964905,0.1712208157828031,3639688960
BALAJITELE.NS,-0.1480086517133787,-0.18925054877446898,8069432320
BALAMINES.NS,0.08781453034918155,0.3208231348868414,37903650816
BALAXI.NS,0.13596821799410136,0.6824125010579121,3241713152
BALKRISHNA.NS,-0.1229684782432581,-0.25899364291953864,546061568
BALKRISIND.NS,0.034874237400007,0.24988826744304832,439448174592
BALMLAWRIE.NS,0.0423144852075649,0.07213488644929879,30725625856
BALPHARMA.NS,0.05118604161137439,0.167245400777179,1751298944
BALRAMCHIN.NS,0.05372061451481439,0.2202995942127515,108239659008
BALUFORGE.NS,0.0025751646331548805,0.17662758798252778,61568307200
BANARBEADS.NS,0.03793819619893233,0.06460424380603741,819861824
BANARISUG.NS,0.02714908452747635,0.09921681431660327,47851327488
BANCOINDIA.NS,0.0336133324668951,0.1674315777166984,45843775488
BANDHANBNK.NS,0.32355872991730417,0.07681387313532337,233755262976
BANG.NS,0.02118690499578512,0.01821018020972611,593354880
BANKA.NS,0.03923912667569106,0.08966595985975946,750693184
BANKBARODA.NS,0.2623110953426436,0.027606085537523594,1186103033856
BANKINDIA.NS,0.29956465466317794,0.021047892383599984,481795047424
BANSALWIRE.NS,0.013189683782592299,0.2711231858154,53957025792
BANSWRAS.NS,0.0684950874530306,0.08422042498775643,4313910784
BARBEQUE.NS,-0.01894390156352171,-0.03978395065828364,10073529344
BASF.NS,0.04646303260105061,0.44841408335044136,186907213824
BASML.NS,0.06155835882335019,0.08349078958167677,2020334720
BATAINDIA.NS,-0.0008100228665104405,-0.0049972898901451245,151847206912
BAYERCROP.NS,0.04043543826262353,0.30243189567954437,211384139776
BBL.NS,0.016209025525094862,0.053512530624719286,30678874112
BBOX.NS,0.02358597452946384,0.22310482348886446,57889447936
BBTC.NS,0.16196798200644408,0.26594652908097155,119778615296
BBTCL.NS,0.07547327000368634,0.288808409753768,2885105408
BCLIND.NS,0.06948045562355891,0.23605103696166066,10608157696
BCONCEPTS.NS,-0.010142747950360475,-0.13473727179621753,3300837632
BDL.NS,0.007533322357085902,0.09980387906236865,460338331648
BEARDSELL.NS,0.03714976369985476,0.08984897826769085,996178624
BECTORFOOD.NS,0.01155281231419533,0.18557858707271468,91292835840
BEDMUTHA.NS,0.35234032245790026,0.8501082960755092,5097050624
BEL.NS,0.015049571518715173,0.23282480734779765,1988991123456
BEML.NS,0.010316705146562901,0.03471688851855492,115161620480
BERGEPAINT.NS,0.01695924639507262,0.26424073935319514,598070263808
BESTAGRO.NS,0.07819286050235222,0.38360624533528354,6732828160
BFINVEST.NS,0.0027633366868273865,0.016096311816156172,17515057152
BFUTILITIE.NS,0.04283869256259849,0.10241527937221157,26705786880
BGRENERGY.NS,-0.09334849152847682,-0.20442637679354547,5745801728
BHAGCHEM.NS,0.010011322022935119,0.20774611697243198,36326612992
BHAGERIA.NS,0.12196267272362421,0.16666517415567975,6583727616
BHAGYANGR.NS,0.03406276961607576,0.08055710083294797,2237407232
BHANDARI.NS,0.05444093043313244,0.10522578584217318,1159203840
BHARATFORG.NS,0.001458415985742937,0.008473908882471728,454949470208
BHARATGEAR.NS,0.050977335115256095,0.06526914540527091,1027719616
BHARATRAS.NS,0.05289440066463987,0.29697324267342773,40833921024
BHARATWIRE.NS,0.007506575984188592,0.017243809455455034,12308851712
BHARTIARTL.NS,-0.001768369849436457,-0.008792112696727148,10106677755904
BHARTIHEXA.NS,-0.006951377833066033,-0.07189812104114547,700049981440
BHEL.NS,-0.04254952646061992,-0.09240055492626069,723223838720
BIGBLOC.NS,0.007296122829981165,0.09505303361190923,8729576448
BIKAJI.NS,0.007277822105485044,0.18794024163483644,168298250240
BIL.NS,0.013275553452957788,0.02926994227481749,6323194368
BINANIIND.NS,0.7382610289012725,-3.3969498718273083,316128480
BIOCON.NS,0.02786922933944539,0.07863221587177373,368529539072
BIOFILCHEM.NS,0.028169768745673538,0.12029505074217636,704088640
BIRLACABLE.NS,0.0303353772344205,0.07854439239770693,4250999808
BIRLACORPN.NS,0.08088772843675192,0.09268783593464688,84008484864
BIRLAMONEY.NS,-0.006411420168506848,-0.006572933883585584,8925635584
BLACKBUCK.NS,-0.030388133043307574,-0.3551804126719953,69011324928
BLAL.NS,-1.1967558900456994e-07,-0.010869565217391304,8355922944
BLBLIMITED.NS,0.009531666688908055,0.2227409330960231,800909248
BLISSGVS.NS,0.08235627416355829,0.12616010994674454,12282981376
BLKASHYAP.NS,0.033317483538165354,0.07506007579061647,11143174144
BLS.NS,0.0033757407670822405,0.10488179648107238,144270508032
BLSE.NS,0.004009537429684658,0.5162950082873209,12628145152
BLUECHIP.NS,-0.00013653110827813354,-0.000891925549459796,388189920
BLUECOAST.NS,-0.22210732868148833,0.15171631664070834,458050048
BLUEDART.NS,0.016195461510918586,0.15604346364960234,140434751488
BLUEJET.NS,0.01666105323408374,0.507397412982252,113740996608
BLUESTARCO.NS,0.005129542988805976,0.1614052795031056,403457769472
BODALCHEM.NS,0.06350045405311326,0.06086953484757732,7626674176
BOHRAIND.NS,-0.021916237944828946,-0.2641618444100034,359372288
BOMDYEING.NS,0.0076997027333509235,0.02177217146390053,25697085440
BOROLTD.NS,0.016709042919507176,0.08728909907504652,38077001728
BORORENEW.NS,0.025708708960857432,0.22908823053823218,61449388032
BOROSCI.NS,0.011151067213442714,0.12353863277200972,10432764928
BOSCHLTD.NS,0.0074033243871101705,0.056393832015887234,784837312512
BPCL.NS,0.14873663130251935,0.23605025960672701,1169405247488
BPL.NS,0.003235326303750013,0.007187770203104505,3273152000
BRIGADE.NS,0.007916317481812343,0.03182339535399092,219061288960
BRITANNIA.NS,0.021163645596529154,0.595452603252816,1218146467840
BRNL.NS,0.02316877257966296,0.01528386888935792,2273714944
BROOKS.NS,-0.016210166953270152,-0.05978787992659179,3326601728
BSE.NS,0.00027495106235296936,0.00846847479651954,701579395072
BSHSL.NS,0.0054959788896852945,0.21858899048285496,12567255040
BSL.NS,0.048475593366283674,0.1415512396743639,1805218816
BSOFT.NS,0.0502585450218871,0.198230999665267,96467075072
BTML.NS,0.030412730015996262,0.5666409084575955,1137636992
BUTTERFLY.NS,0.058277417105930984,0.2618241425236945,10722549760
BVCL.NS,0.05785794618367725,0.05401569359266567,810176064
BYKE.NS,-0.02650693301331051,-0.050614963059381665,3597861376
CALSOFT.NS,0.010833953499783172,0.056990018214173085,350824640
CAMLINFINE.NS,0.04726621536347274,0.1440423071686184,25851021312
CAMPUS.NS,0.011924348172552503,0.2069964672717108,71209656320
CAMS.NS,0.016130425478259276,0.4308953697370578,174430355456
CANBK.NS,0.31725971598331,0.022405485457251233,790228697088
CANFINHOME.NS,0.09293361385867174,0.04114315609768342,86197239808
CANTABIL.NS,0.015557030496654814,0.10474663693590079,20295849984
CAPACITE.NS,0.01819261117449908,0.04333051071124259,28706136064
CAPITALSFB.NS,0.16561004128850923,0.03328071161145966,11992690688
CAPLIPOINT.NS,0.023160889504364526,0.2582080015727907,140269109248
CAPTRUST.NS,-0.06820392319655152,-0.034921184862582444,1451221504
CARBORUNIV.NS,0.022469776137657046,0.1789967692875334,181206532096
CAREERP.NS,0.014360312721222629,0.022296975322068344,6872368128
CARERATING.NS,0.004559075748493985,0.16762721323686486,32874426368
CARRARO.NS,0.02921946089391126,0.11003463491009156,15091231744
CARTRADE.NS,0.00734788777807803,0.02817803955493024,69458427904
CARYSIL.NS,0.03536049911321064,0.268668401738866,16098857984
CASTROLIND.NS,0.0529616947162496,0.617893141840701,196574380032
CCCL.NS,-0.011410747504985871,0.07808624235290194,6115878400
CCHHL.NS,-0.03422207610635255,-0.028781400687835433,2651921664
CCL.NS,0.03191961720688319,0.1899930732177556,74119659520
CDSL.NS,0.0007254588852798195,0.08958984995518544,239054209024
CEATLTD.NS,0.053090051640335034,0.12803465593795596,107678162944
CEIGALL.NS,0.039264309795761565,0.29518259015964105,43166040064
CELEBRITY.NS,-0.008067824665852001,-0.02275830678197542,620191488
CELLO.NS,0.02021524564600944,2.7133816788670724,114543960064
CENTENKA.NS,0.08516172110432682,0.07818719674178112,10906726400
CENTEXT.NS,0.05485934083034702,0.15824532900081234,1441549696
CENTRALBK.NS,0.26499980315705074,0.02402211024018428,312700862464
CENTRUM.NS,0.015248177025665801,0.005824342546167693,9470377984
CENTUM.NS,0.016229145921058313,0.10163345574706902,22383360000
CENTURYPLY.NS,0.018147633566071367,0.2064150760092506,148470693888
CERA.NS,0.020355644121367367,0.14246165374397307,69631369216
CEREBRAINT.NS,0.1098610690247693,0.026415908338433446,547760704
CESC.NS,0.09116479266277773,0.10042120739497135,198276644864
CEWATER.NS,0.0296073193941739,0.1038522397077016,10674065408
CGCL.NS,3.6425535056142734e-05,0.0001112127868886798,125351624704
CGPOWER.NS,0.019397772649266315,2.0237730347998357,827359559680
CHALET.NS,-0.004982018227193828,-0.030346230473529984,177252614144
CHAMBLFERT.NS,0.09494051883244593,0.3005033710957208,245558755328
CHEMBOND.NS,0.04286984097269253,0.0973469752048491,6807529472
CHEMCON.NS,0.13229738347903802,0.21903349784223106,6197588992
CHEMFAB.NS,0.003790214621548403,0.015257096125668723,11498035200
CHEMPLASTS.NS,0.1095339739010395,0.36499387936030275,64682803200
CHENNPETRO.NS,0.09261223617952301,0.3430903502369522,88527593472
CHEVIOT.NS,0.1573060080603648,0.13178446789842377,5882700288
CHOICEIN.NS,-0.000899548001151019,-0.020936580226959,96679665664
CHOLAFIN.NS,0.04005110456888263,0.07102633369400774,1165628276736
CHOLAHLDNG.NS,-0.029746906607914955,-0.011093704691426478,292716150784
CIEINDIA.NS,0.04448392364268045,0.10291336158233509,144362340352
CIGNITITEC.NS,0.045789395621106524,0.36021598392608883,31673921536
CINELINE.NS,0.04597867540506222,0.06547676875286444,3462383616
CINEVISTA.NS,-0.0393182045489458,-0.027875277739515543,832482624
CIPLA.NS,0.030449029030291452,0.16746026573490516,1118544068608
CLEAN.NS,0.021553486239429945,0.479247805771578,124149874688
CLEDUCATE.NS,-0.02189275316148212,-0.03648234148282942,4072519936
CLSEL.NS,0.07729804474772817,0.28244207258631077,14462691328
CMSINFO.NS,0.03263807801847227,0.2240038611620823,75435360256
COALINDIA.NS,0.07906822452324828,0.16597648070721374,2326430482432
COASTCORP.NS,0.08385353125909352,0.15110342901397816,2325229824
COCHINSHIP.NS,0.02453797493930466,0.18756682726672524,352118767616
COFFEEDAY.NS,-0.21128950088404277,-0.12625917377895396,6003781632
COFORGE.NS,0.01454037565670328,0.22808929645219483,424562491392
COLPAL.NS,0.020964376061056157,1.0638012036546451,649570549760
COMPINFO.NS,0.15018475305252443,0.30370749033943534,126079104
COMPUSOFT.NS,0.026732353881552623,0.02094982167799939,1337215872
COMSYN.NS,0.04518742958724788,0.15174084902273205,3222126592
CONCOR.NS,0.01808435849455909,0.06466879106776875,395843174400
CONCORDBIO.NS,0.01876516798145669,0.2910326548768721,166162710528
CONFIPET.NS,0.04135984953752309,0.09561671485461785,16166622208
CONSOFINVT.NS,6.471864419823882e-05,0.00482271342451546,5747957248
CONTROLPR.NS,0.03709596131392372,0.14261002716680865,9644503040
CORALFINAC.NS,0.10492425651889499,0.11949103431282332,1512944640
CORDSCABLE.NS,0.0939902071467624,0.14906798605619206,1946409600
COROMANDEL.NS,0.032626672222015395,0.3368647249376077,580605116416
COSMOFIRST.NS,0.1718020078270392,0.26479613236495286,13977322496
COUNCODOS.NS,0.016027579099077652,0.03517725689166222,466958944
CRAFTSMAN.NS,0.022290719206777283,0.1619621254657751,106129989632
CREATIVE.NS,0.016405092678048384,0.2492318010831415,9605078016
CREATIVEYE.NS,0.034496574101289,0.0069547981936517655,121511936
CREDITACC.NS,-0.008789856884381145,-0.011682430266110932,152550834176
CREST.NS,7.76377315118155e-05,0.0005736615143738634,10080356352
CRISIL.NS,-0.000172637841138851,-0.004043001425119277,302367080448
CROMPTON.NS,0.03561872737947437,0.32391432036475964,212650115072
CROWN.NS,0.02389260789431383,0.2569824026579002,1921316736
CSBBANK.NS,0.1714570769981094,0.04403733022532695,54905176064
CSLFINANCE.NS,-0.00017701792876137186,-0.0010378268883015718,5394933760
CTE.NS,0.12872733021024532,0.12783716354015628,786356800
CUB.NS,0.15610271423366523,0.03835766177945411,117209153536
CUBEXTUB.NS,0.022445521346775986,0.04188992595256387,1138933248
CUMMINSIND.NS,0.011212409363375876,0.1736468394278335,751558524928
CUPID.NS,0.025007958084076642,0.2929285643238466,15436853248
CYBERMEDIA.NS,0.059438031399127365,-0.6932187985575654,220534272
CYBERTECH.NS,0.05314440909210012,0.19150446636485313,4338762240
CYIENT.NS,0.045324039124184555,0.1539075667524173,123449720832
